Link to details,Interactor 1,Interactor 1 title,Interactor 1 source organism,Interactor 1 sequence length,SCOP family 1,Interactor 2,Interactor 2 title,Interactor 2 source organism,Interactor 2 sequence length,SCOP family 2,Interface type,"Buried surface area, Å2",No. of contacts,No. of members in cluster,pdb_id
5 Details,9c21_B,"Actin, cytoplasmic 1",Rattus norvegicus,375,,9c21_E,"Actin, cytoplasmic 1",Rattus norvegicus,375,,homo,389.4,39,1,9c21
6 Details,9c21_C,"Actin, cytoplasmic 1",Rattus norvegicus,375,,9c21_E,"Actin, cytoplasmic 1",Rattus norvegicus,375,,homo,391.68,39,1,9c21
7 Details,9c21_C,"Actin, cytoplasmic 1",Rattus norvegicus,375,,9c21_F,"Actin, cytoplasmic 1",Rattus norvegicus,375,,homo,391.35,39,1,9c21
8 Details,9c21_D,"Actin, cytoplasmic 1",Rattus norvegicus,375,,9c21_E,"Actin, cytoplasmic 1",Rattus norvegicus,375,,homo,1069.07,98,1,9c21
9 Details,9c21_E,"Actin, cytoplasmic 1",Rattus norvegicus,375,,9c21_F,"Actin, cytoplasmic 1",Rattus norvegicus,375,,homo,1067.18,97,1,9c21
1 Details,9zbl_A,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,9zbl_B,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,homo,396.37,32,1,9zbl
2 Details,9zbl_A,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,9zbl_C,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,homo,1169.11,95,1,9zbl
3 Details,9zbl_B,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,9zbl_C,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,homo,391.67,30,1,9zbl
4 Details,9zbl_B,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,9zbl_D,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,homo,1163.73,99,1,9zbl
5 Details,9zbl_C,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,9zbl_D,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,homo,399.26,34,1,9zbl
6 Details,9zbl_C,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,9zbl_E,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,homo,1174.98,97,1,9zbl
7 Details,9zbl_D,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,9zbl_E,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,homo,392.94,34,1,9zbl
8 Details,9zbl_D,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,9zbl_F,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,homo,1168.31,101,1,9zbl
9 Details,9zbl_E,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,9zbl_F,"Actin, alpha cardiac muscle 1",Homo sapiens,377,,homo,401.98,34,1,9zbl
10 Details,9zbl_M,Tropomyosin alpha-1 chain,Homo sapiens,286,,9zbl_N,Tropomyosin alpha-1 chain,Homo sapiens,286,,homo,2837.96,223,1,9zbl
11 Details,9zbl_O,Tropomyosin alpha-1 chain,Homo sapiens,286,,9zbl_P,Tropomyosin alpha-1 chain,Homo sapiens,286,,homo,2765.83,221,1,9zbl
1 Details,6wvt_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,482.34,38,1,6wvt
2 Details,6wvt_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1213.11,100,1,6wvt
3 Details,6wvt_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_N,Catenin alpha-1,Mus musculus,236,,hetero,1161.51,86,1,6wvt
4 Details,6wvt_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1200.21,99,1,6wvt
5 Details,6wvt_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,488.04,39,1,6wvt
6 Details,6wvt_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_K,Catenin alpha-1,Mus musculus,236,,hetero,1152.78,87,1,6wvt
7 Details,6wvt_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_L,Catenin alpha-1,Mus musculus,236,,hetero,878.18,79,1,6wvt
8 Details,6wvt_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1198.4,100,1,6wvt
9 Details,6wvt_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,494.92,40,1,6wvt
10 Details,6wvt_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,489.57,40,1,6wvt
11 Details,6wvt_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_K,Catenin alpha-1,Mus musculus,236,,hetero,854.9,76,1,6wvt
12 Details,6wvt_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_O,Catenin alpha-1,Mus musculus,236,,hetero,1160.0,87,1,6wvt
13 Details,6wvt_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,480.9,40,1,6wvt
14 Details,6wvt_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_O,Catenin alpha-1,Mus musculus,236,,hetero,865.38,77,1,6wvt
15 Details,6wvt_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1213.67,102,1,6wvt
16 Details,6wvt_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_Q,Catenin alpha-1,Mus musculus,236,,hetero,1142.02,85,1,6wvt
17 Details,6wvt_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_X,Catenin alpha-1,Mus musculus,236,,hetero,856.35,77,1,6wvt
18 Details,6wvt_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_N,Catenin alpha-1,Mus musculus,236,,hetero,841.84,77,1,6wvt
19 Details,6wvt_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6wvt_X,Catenin alpha-1,Mus musculus,236,,hetero,1148.75,85,1,6wvt
20 Details,6wvt_K,Catenin alpha-1,Mus musculus,236,,6wvt_L,Catenin alpha-1,Mus musculus,236,,homo,193.78,13,1,6wvt
21 Details,6wvt_K,Catenin alpha-1,Mus musculus,236,,6wvt_O,Catenin alpha-1,Mus musculus,236,,homo,201.49,13,1,6wvt
22 Details,6wvt_N,Catenin alpha-1,Mus musculus,236,,6wvt_X,Catenin alpha-1,Mus musculus,236,,homo,192.98,13,1,6wvt
23 Details,6wvt_Q,Catenin alpha-1,Mus musculus,236,,6wvt_X,Catenin alpha-1,Mus musculus,236,,homo,196.13,13,1,6wvt
1 Details,5ood_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ood_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,402.48,36,1,5ood
2 Details,5ood_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ood_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,402.46,36,1,5ood
3 Details,5ood_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ood_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1060.38,88,1,5ood
4 Details,5ood_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ood_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1060.42,88,1,5ood
5 Details,5ood_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ood_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,402.44,36,1,5ood
6 Details,5ood_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ood_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1060.38,88,1,5ood
7 Details,5ood_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ood_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,402.44,36,1,5ood
1 Details,8uz0_J,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_K,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,466.45,39,1,8uz0
2 Details,8uz0_J,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_L,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,1215.24,101,1,8uz0
3 Details,8uz0_K,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_L,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,465.61,40,1,8uz0
4 Details,8uz0_K,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_M,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,1207.23,100,1,8uz0
5 Details,8uz0_L,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_M,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,458.87,42,1,8uz0
6 Details,8uz0_L,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_N,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,1206.77,102,1,8uz0
7 Details,8uz0_M,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_N,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,455.5,40,1,8uz0
8 Details,8uz0_M,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_O,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,1209.18,97,1,8uz0
9 Details,8uz0_N,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_O,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,463.49,42,1,8uz0
10 Details,8uz0_N,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_P,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,1204.49,98,1,8uz0
11 Details,8uz0_O,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_P,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,466.19,40,1,8uz0
12 Details,8uz0_O,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_Q,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,1207.48,98,1,8uz0
13 Details,8uz0_P,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_Q,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,466.87,38,1,8uz0
14 Details,8uz0_P,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_R,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,1221.6,100,1,8uz0
15 Details,8uz0_Q,"Actin, alpha skeletal muscle",Gallus gallus,372,,8uz0_R,"Actin, alpha skeletal muscle",Gallus gallus,372,,homo,461.82,41,1,8uz0
1 Details,9e2e_A,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_B,"Actin, alpha cardiac muscle 1",Mus musculus,377,,homo,470.56,44,1,9e2e
2 Details,9e2e_A,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_C,"Actin, alpha cardiac muscle 1",Mus musculus,377,,homo,1162.58,95,1,9e2e
3 Details,9e2e_A,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_K,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,371.37,32,1,9e2e
4 Details,9e2e_B,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_C,"Actin, alpha cardiac muscle 1",Mus musculus,377,,homo,452.39,40,1,9e2e
5 Details,9e2e_B,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_D,"Actin, alpha cardiac muscle 1",Mus musculus,377,,homo,1201.89,100,1,9e2e
6 Details,9e2e_B,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_N,Tropomyosin alpha-1 chain,Mus musculus,284,,hetero,143.71,12,1,9e2e
7 Details,9e2e_B,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_P,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,325.24,32,1,9e2e
8 Details,9e2e_C,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_D,"Actin, alpha cardiac muscle 1",Mus musculus,377,,homo,399.87,38,1,9e2e
9 Details,9e2e_C,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_E,"Actin, alpha cardiac muscle 1",Mus musculus,377,,homo,1215.57,99,1,9e2e
10 Details,9e2e_C,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_G,Tropomyosin alpha-1 chain,Mus musculus,284,,hetero,140.98,8,1,9e2e
11 Details,9e2e_C,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_J,Tropomyosin alpha-1 chain,Mus musculus,284,,hetero,126.28,9,1,9e2e
12 Details,9e2e_C,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_K,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,694.32,59,1,9e2e
13 Details,9e2e_D,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_E,"Actin, alpha cardiac muscle 1",Mus musculus,377,,homo,443.64,45,1,9e2e
14 Details,9e2e_D,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_F,"Actin, alpha cardiac muscle 1",Mus musculus,377,,homo,1133.37,99,1,9e2e
15 Details,9e2e_D,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_L,Tropomyosin alpha-1 chain,Mus musculus,284,,hetero,103.04,10,1,9e2e
16 Details,9e2e_D,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_O,Tropomyosin alpha-1 chain,Mus musculus,284,,hetero,119.18,6,1,9e2e
17 Details,9e2e_D,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_P,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,585.67,52,1,9e2e
18 Details,9e2e_E,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_F,"Actin, alpha cardiac muscle 1",Mus musculus,377,,homo,451.27,38,1,9e2e
19 Details,9e2e_E,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_G,Tropomyosin alpha-1 chain,Mus musculus,284,,hetero,143.75,14,1,9e2e
20 Details,9e2e_F,"Actin, alpha cardiac muscle 1",Mus musculus,377,,9e2e_L,Tropomyosin alpha-1 chain,Mus musculus,284,,hetero,181.58,13,1,9e2e
21 Details,9e2e_G,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_H,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,1045.46,70,1,9e2e
22 Details,9e2e_G,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_I,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,106.75,13,1,9e2e
23 Details,9e2e_G,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_J,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,285.67,18,1,9e2e
24 Details,9e2e_G,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_K,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,150.59,13,1,9e2e
25 Details,9e2e_H,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_I,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,244.88,13,1,9e2e
26 Details,9e2e_H,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_J,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,156.45,10,1,9e2e
27 Details,9e2e_H,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_K,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,887.86,72,1,9e2e
28 Details,9e2e_I,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_J,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,1668.3,115,1,9e2e
29 Details,9e2e_J,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_K,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,317.77,22,1,9e2e
30 Details,9e2e_L,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_M,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,1018.84,67,1,9e2e
31 Details,9e2e_L,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_N,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,168.13,12,1,9e2e
32 Details,9e2e_L,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_O,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,234.3,18,1,9e2e
33 Details,9e2e_L,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_P,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,101.91,12,1,9e2e
34 Details,9e2e_M,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_N,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,183.5,14,1,9e2e
35 Details,9e2e_M,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_O,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,200.58,15,1,9e2e
36 Details,9e2e_M,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_P,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,917.7,58,1,9e2e
37 Details,9e2e_N,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_O,Tropomyosin alpha-1 chain,Mus musculus,284,,homo,1706.69,118,1,9e2e
38 Details,9e2e_O,Tropomyosin alpha-1 chain,Mus musculus,284,,9e2e_P,"Isoform A2 of Troponin T, cardiac muscle",Mus musculus,291,,hetero,308.6,23,1,9e2e
1 Details,5ooc_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ooc_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1030.96,88,1,5ooc
2 Details,5ooc_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ooc_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,383.91,35,1,5ooc
3 Details,5ooc_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ooc_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,383.9,35,1,5ooc
4 Details,5ooc_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ooc_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1030.98,88,1,5ooc
5 Details,5ooc_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ooc_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,383.88,35,1,5ooc
6 Details,5ooc_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ooc_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1030.99,88,1,5ooc
7 Details,5ooc_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,5ooc_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,383.91,35,1,5ooc
2 Details,8pvx_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,8pvx_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1172.02,102,1,8pvx
3 Details,8pvx_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,8pvx_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1170.25,103,1,8pvx
4 Details,8pvx_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,8pvx_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,424.16,42,1,8pvx
5 Details,8pvx_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,8pvx_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,420.41,39,1,8pvx
7 Details,8pvx_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,8pvx_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,414.73,36,1,8pvx
9 Details,8pvx_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,8pvx_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,439.93,41,1,8pvx
11 Details,8pvx_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,8pvx_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1165.76,101,1,8pvx
1 Details,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,428.49,38,1,6vec
2 Details,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,414.67,36,1,6vec
3 Details,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1097.43,91,1,6vec
4 Details,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1100.93,90,1,6vec
5 Details,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_a,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,789.38,74,1,6vec
6 Details,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_e,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,379.03,33,1,6vec
7 Details,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1124.56,93,1,6vec
8 Details,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,411.68,37,1,6vec
9 Details,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1113.79,92,1,6vec
10 Details,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_b,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,790.78,79,1,6vec
11 Details,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_c,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,380.17,33,1,6vec
12 Details,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,415.64,37,1,6vec
13 Details,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_G,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1122.1,94,1,6vec
14 Details,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_c,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,823.3,79,1,6vec
15 Details,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_g,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,376.48,34,1,6vec
16 Details,6vec_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,419.9,37,1,6vec
17 Details,6vec_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1097.48,90,1,6vec
18 Details,6vec_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_a,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,401.56,32,1,6vec
19 Details,6vec_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_d,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,803.5,79,1,6vec
20 Details,6vec_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_G,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,415.64,37,1,6vec
21 Details,6vec_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1138.37,98,1,6vec
22 Details,6vec_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_e,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,786.63,73,1,6vec
23 Details,6vec_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_i,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,377.22,33,1,6vec
24 Details,6vec_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,410.23,36,1,6vec
25 Details,6vec_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_J,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1125.22,93,1,6vec
26 Details,6vec_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_b,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,375.95,32,1,6vec
27 Details,6vec_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_f,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,804.37,79,1,6vec
28 Details,6vec_G,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,432.7,37,1,6vec
29 Details,6vec_G,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_K,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1111.71,92,1,6vec
30 Details,6vec_G,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_g,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,799.77,77,1,6vec
31 Details,6vec_G,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_k,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,362.06,31,1,6vec
32 Details,6vec_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_J,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,423.32,36,1,6vec
33 Details,6vec_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_d,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,399.14,34,1,6vec
34 Details,6vec_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,6vec_h,Epididymis secretory protein Li 37,Homo sapiens,422,,hetero,809.66,76,1,6vec
